area_name,city,latitude,longitude,street_light,crowd,crime_area,nearby_shop,open_businesses,recent_crime_reports,crime_type,timestamp,safety_score
Yerwada,Pune,18.455876,73.769186,moderate,high,high,False,29,3,theft,2026-09-18 02:34,43
Kharadi,Pune,18.455157,73.803585,moderate,low,high,True,34,4,harassment,2026-07-25 16:03,33
Pimpri,Pune,18.569668,73.850476,good,medium,low,True,9,4,theft,2026-02-22 10:36,88
Pashan,Pune,18.467926,73.75931,good,high,low,False,11,5,harassment,2026-03-11 16:49,77
Baner,Pune,18.610138,73.827979,moderate,low,medium,True,14,8,robbery,2026-03-14 14:46,36
Camp,Pune,18.589823,73.802462,good,medium,medium,True,10,8,harassment,2026-05-18 06:17,61
Camp,Pune,18.466586,73.832119,good,medium,high,True,12,4,robbery,2026-09-09 07:51,58
Yerwada,Pune,18.461015,73.706845,moderate,low,medium,True,19,0,none,2026-03-06 21:19,60
Hinjewadi,Pune,18.479836,73.921692,good,high,medium,True,19,1,snatching,2026-01-05 22:22,82
Kharadi,Pune,18.574206,73.771546,moderate,high,high,True,26,1,robbery,2026-11-29 13:57,57
Viman Nagar,Pune,18.450372,73.888528,poor,high,high,True,38,0,snatching,2026-10-08 16:21,50
Wakad,Pune,18.577289,73.704528,good,high,medium,False,0,3,harassment,2026-09-12 01:56,68
Wakad,Pune,18.533575,73.902735,poor,medium,high,False,18,4,none,2026-07-05 01:09,30
Aundh,Pune,18.528472,73.825086,good,medium,low,True,25,5,snatching,2026-07-03 18:01,85
Kothrud,Pune,18.603658,73.844486,poor,medium,medium,False,8,4,snatching,2026-06-15 19:39,45
Yerwada,Pune,18.609896,73.700295,moderate,low,low,False,24,3,harassment,2026-09-15 17:54,58
Baner,Pune,18.559516,73.924447,good,medium,high,False,18,8,harassment,2026-09-09 00:47,38
Hadapsar,Pune,18.634783,73.847372,moderate,low,medium,False,37,6,none,2026-10-10 14:57,34
Hadapsar,Pune,18.579756,73.713609,poor,high,medium,False,11,5,none,2026-07-05 10:36,42
Viman Nagar,Pune,18.510581,73.767613,moderate,low,low,False,7,4,snatching,2026-09-29 06:04,55
Yerwada,Pune,18.553613,73.906606,good,low,medium,False,6,7,none,2026-01-07 08:57,41
Pimpri,Pune,18.490466,73.704685,good,high,high,False,25,5,robbery,2026-08-25 21:54,47
Baner,Pune,18.490706,73.825225,good,medium,high,False,40,7,robbery,2026-02-28 10:40,41
Pimpri,Pune,18.494369,73.89774,good,low,medium,False,32,2,harassment,2026-03-28 06:40,56
Camp,Pune,18.514277,73.9375,moderate,low,high,True,40,8,theft,2026-02-04 20:32,21
Viman Nagar,Pune,18.517664,73.908427,good,low,low,True,39,4,harassment,2026-11-14 17:41,73
Hadapsar,Pune,18.637194,73.925541,good,low,medium,True,2,3,robbery,2026-08-01 06:14,61
Wakad,Pune,18.591847,73.843716,poor,low,medium,False,2,2,harassment,2026-04-23 03:57,36
Viman Nagar,Pune,18.57273,73.781094,poor,medium,low,False,12,3,robbery,2026-10-21 05:04,63
Yerwada,Pune,18.540911,73.733158,good,medium,low,False,25,4,none,2026-08-23 18:59,80
MG Road,Pune,18.55628,73.751019,poor,medium,low,True,37,0,snatching,2026-09-13 05:10,80
Shivaji Nagar,Pune,18.632915,73.811554,poor,low,medium,False,36,6,theft,2026-01-27 05:58,24
Viman Nagar,Pune,18.478499,73.759961,poor,high,low,True,9,1,snatching,2026-06-10 10:28,77
Camp,Pune,18.515542,73.874036,poor,medium,medium,True,24,0,robbery,2026-05-21 07:03,65
Camp,Pune,18.45921,73.946432,moderate,high,high,False,18,2,robbery,2026-12-01 03:24,46
Pimpri,Pune,18.53504,73.849583,good,low,low,True,9,1,robbery,2026-05-17 07:56,82
Pashan,Pune,18.511413,73.717953,good,low,medium,True,5,2,snatching,2026-01-31 21:42,64
Wakad,Pune,18.578864,73.720492,poor,medium,low,True,22,2,harassment,2026-11-03 06:23,74
Aundh,Pune,18.569691,73.920701,poor,low,medium,True,14,2,robbery,2026-10-03 21:52,44
Wakad,Pune,18.488839,73.798389,good,low,high,True,25,1,robbery,2026-11-06 21:57,52
Kharadi,Pune,18.551999,73.788914,moderate,medium,low,True,15,7,harassment,2026-08-12 08:50,69
MG Road,Pune,18.507649,73.793255,moderate,high,medium,True,33,8,robbery,2026-09-11 23:43,51
Kothrud,Pune,18.593148,73.744097,moderate,medium,low,True,33,5,theft,2026-11-25 09:44,75
Kothrud,Pune,18.487613,73.76927,moderate,high,high,True,10,5,theft,2026-04-12 17:04,45
Wakad,Pune,18.571814,73.728044,moderate,high,high,False,25,0,harassment,2026-08-12 22:01,52
Kothrud,Pune,18.547341,73.816652,poor,high,medium,False,25,8,harassment,2026-01-24 21:16,33
Yerwada,Pune,18.511313,73.915719,moderate,medium,high,True,34,3,snatching,2026-06-13 04:36,51
Pashan,Pune,18.616569,73.828821,good,high,low,True,19,7,snatching,2026-04-04 01:27,79
Pashan,Pune,18.586184,73.918856,moderate,high,high,False,34,6,theft,2026-07-14 06:12,34
Shivaji Nagar,Pune,18.499993,73.860013,good,high,high,True,12,6,robbery,2026-02-01 00:31,52
Pimpri,Pune,18.615048,73.779531,good,high,low,False,6,1,snatching,2026-08-11 16:48,89
Baner,Pune,18.468881,73.804024,moderate,medium,high,False,21,7,robbery,2026-07-17 21:12,31
Chinchwad,Pune,18.530028,73.928129,moderate,high,low,False,28,5,none,2026-10-03 08:40,67
Pimpri,Pune,18.46196,73.840286,good,high,high,True,24,4,theft,2026-09-14 20:56,58
Kothrud,Pune,18.633626,73.855916,good,low,low,False,4,3,theft,2026-09-23 17:50,68
Viman Nagar,Pune,18.614894,73.781515,poor,high,medium,False,37,1,robbery,2026-10-01 23:14,54
Kothrud,Pune,18.589114,73.737465,good,high,high,False,4,1,snatching,2026-03-22 01:48,59
Hinjewadi,Pune,18.492731,73.751456,moderate,medium,low,False,1,2,theft,2026-03-07 00:06,76
MG Road,Pune,18.602019,73.794217,poor,high,high,True,4,0,robbery,2026-06-23 03:51,50
Viman Nagar,Pune,18.597628,73.742134,good,high,medium,True,31,4,theft,2026-01-09 17:26,73
Pashan,Pune,18.623866,73.773646,good,medium,high,True,0,2,theft,2026-01-28 12:54,64
Kharadi,Pune,18.571308,73.759452,poor,medium,low,True,8,5,none,2026-03-24 22:01,65
Viman Nagar,Pune,18.538664,73.751702,moderate,low,low,False,31,5,theft,2026-02-26 08:10,52
Kharadi,Pune,18.636613,73.719322,moderate,high,high,False,0,4,robbery,2026-10-24 07:32,40
Shivaji Nagar,Pune,18.466875,73.891559,poor,high,medium,True,4,8,snatching,2026-04-12 09:17,41
Pashan,Pune,18.586303,73.786916,good,medium,low,True,9,8,snatching,2026-02-02 12:27,76
Pashan,Pune,18.502404,73.848829,moderate,low,low,True,7,6,robbery,2026-06-16 01:38,57
Kharadi,Pune,18.575132,73.724158,poor,low,high,False,1,1,snatching,2026-02-25 16:24,24
Chinchwad,Pune,18.579541,73.792696,good,high,low,False,22,5,snatching,2026-09-08 17:24,77
Kharadi,Pune,18.614712,73.70588,good,medium,high,True,2,1,harassment,2026-06-25 14:47,67
Shivaji Nagar,Pune,18.541827,73.827847,moderate,high,low,False,22,8,robbery,2026-08-09 17:14,58
Shivaji Nagar,Pune,18.460291,73.793284,moderate,low,medium,True,15,0,robbery,2026-11-01 09:50,60
Yerwada,Pune,18.481008,73.94473,good,low,medium,False,3,0,snatching,2026-12-10 18:44,62
Aundh,Pune,18.604517,73.703279,poor,medium,high,True,19,0,snatching,2026-10-06 17:17,50
Baner,Pune,18.592263,73.894632,moderate,medium,low,False,19,7,none,2026-02-23 19:02,61
Shivaji Nagar,Pune,18.538197,73.803674,moderate,high,high,True,21,4,theft,2026-02-07 22:24,48
Kharadi,Pune,18.563804,73.716409,good,low,low,False,38,2,harassment,2026-09-19 20:45,71
Camp,Pune,18.509712,73.909069,good,high,low,True,26,2,snatching,2026-02-19 02:31,94
Shivaji Nagar,Pune,18.618582,73.774531,poor,high,low,False,7,1,none,2026-05-04 07:25,69
Chinchwad,Pune,18.546831,73.769044,moderate,low,medium,True,25,2,snatching,2026-03-12 00:47,54
Pimpri,Pune,18.648243,73.746523,poor,low,low,False,38,4,snatching,2026-06-18 19:25,45
Aundh,Pune,18.634036,73.722031,moderate,medium,medium,False,27,1,robbery,2026-05-17 18:26,64
Wakad,Pune,18.587627,73.700848,moderate,low,medium,True,33,1,theft,2026-10-04 22:20,57
Hinjewadi,Pune,18.601183,73.937393,poor,high,high,True,35,6,theft,2026-03-09 06:53,32
Yerwada,Pune,18.594392,73.864974,moderate,low,high,False,25,7,theft,2026-10-12 04:52,16
Chinchwad,Pune,18.577177,73.715579,good,high,medium,False,21,1,theft,2026-02-25 13:01,74
Camp,Pune,18.605558,73.849585,good,low,high,True,13,2,theft,2026-10-04 21:30,49
Shivaji Nagar,Pune,18.621511,73.714059,poor,medium,low,False,0,7,harassment,2026-05-14 10:26,51
Shivaji Nagar,Pune,18.508594,73.880423,good,low,low,True,35,1,none,2026-11-26 05:37,82
Baner,Pune,18.475488,73.769614,good,low,low,True,2,1,robbery,2026-07-14 01:30,82
Wakad,Pune,18.503023,73.910186,moderate,high,high,True,40,2,snatching,2026-06-13 17:39,54
Kharadi,Pune,18.535749,73.753796,good,medium,medium,False,31,4,robbery,2026-07-15 23:25,65
Hadapsar,Pune,18.451264,73.801367,good,high,high,False,37,6,robbery,2026-07-31 02:45,44
Viman Nagar,Pune,18.469149,73.840522,good,low,low,True,36,4,none,2026-06-27 18:58,73
Shivaji Nagar,Pune,18.478378,73.913859,good,high,high,False,3,6,robbery,2026-07-20 21:14,44
Aundh,Pune,18.518992,73.927004,poor,high,medium,False,12,1,robbery,2026-04-10 09:31,54
Hadapsar,Pune,18.573835,73.8992,good,medium,medium,False,5,7,robbery,2026-03-10 09:20,56
Chinchwad,Pune,18.611801,73.870072,moderate,medium,high,False,36,8,harassment,2026-01-28 20:30,28
Shivaji Nagar,Pune,18.454003,73.919079,good,high,medium,True,25,6,theft,2026-05-10 13:24,67
MG Road,Pune,18.536809,73.880005,moderate,high,medium,False,10,8,snatching,2026-05-15 22:50,43
Viman Nagar,Pune,18.536554,73.774757,poor,medium,low,True,35,5,none,2026-03-10 17:27,65
Wakad,Pune,18.500795,73.745794,good,low,high,False,7,0,snatching,2026-04-08 15:50,47
Kothrud,Pune,18.643118,73.733545,moderate,medium,high,True,18,0,theft,2026-08-19 19:36,60
Hadapsar,Pune,18.605694,73.724329,poor,medium,high,True,37,2,snatching,2026-04-09 20:10,44
Kharadi,Pune,18.487551,73.940632,good,high,low,False,21,2,theft,2026-02-25 12:23,86
Baner,Pune,18.586408,73.761557,moderate,low,medium,False,24,2,theft,2026-10-24 04:27,46
Shivaji Nagar,Pune,18.517954,73.813941,poor,high,low,True,16,0,theft,2026-11-26 23:06,80
Wakad,Pune,18.621775,73.76755,moderate,high,high,False,39,7,snatching,2026-01-14 13:42,31
MG Road,Pune,18.565895,73.937612,poor,low,medium,True,16,5,harassment,2026-10-18 06:07,35
Yerwada,Pune,18.45939,73.778105,poor,high,low,False,27,4,robbery,2026-05-06 04:58,60
Pimpri,Pune,18.546119,73.840708,poor,low,medium,False,26,3,snatching,2026-05-01 03:33,33
Wakad,Pune,18.64871,73.92385,poor,medium,medium,False,13,3,theft,2026-01-26 03:31,48
Yerwada,Pune,18.634852,73.909333,good,high,low,False,18,0,snatching,2026-11-10 00:27,92
Chinchwad,Pune,18.483535,73.796452,good,medium,high,True,11,3,harassment,2026-07-24 21:46,61
Aundh,Pune,18.476892,73.778554,poor,low,medium,False,16,4,none,2026-04-22 09:33,30
Kharadi,Pune,18.579404,73.764715,moderate,high,high,True,33,0,none,2026-01-26 10:52,60
Camp,Pune,18.549491,73.875579,moderate,low,high,False,5,0,theft,2026-11-08 02:31,37
Pashan,Pune,18.507585,73.810816,poor,low,high,True,13,3,none,2026-11-02 11:36,26
Shivaji Nagar,Pune,18.452291,73.858323,good,low,medium,True,29,6,snatching,2026-10-15 11:16,52
Baner,Pune,18.462952,73.880413,poor,low,low,True,9,5,snatching,2026-05-26 13:03,50
Kharadi,Pune,18.583763,73.94328,good,medium,high,False,25,3,none,2026-03-03 04:50,53
Aundh,Pune,18.647553,73.837722,poor,high,high,True,32,2,snatching,2026-09-17 12:24,44
Aundh,Pune,18.451164,73.840165,poor,medium,low,False,40,6,none,2026-02-20 22:04,54
Aundh,Pune,18.527268,73.836939,moderate,low,medium,False,2,7,theft,2026-09-19 22:15,31
Yerwada,Pune,18.599672,73.865978,moderate,high,high,True,22,8,none,2026-04-29 09:34,36
Kothrud,Pune,18.567046,73.890808,moderate,medium,medium,True,21,6,snatching,2026-05-08 17:02,57
Aundh,Pune,18.575313,73.894915,poor,high,low,True,9,0,theft,2026-04-13 03:27,80
Chinchwad,Pune,18.616518,73.885425,good,medium,low,False,11,2,harassment,2026-10-17 12:49,86
Yerwada,Pune,18.551515,73.852288,good,high,high,True,1,1,robbery,2026-10-26 03:42,67
Pimpri,Pune,18.621694,73.816909,poor,high,high,False,0,6,theft,2026-05-11 08:29,24
Hadapsar,Pune,18.646187,73.827198,poor,high,medium,True,24,4,snatching,2026-06-09 16:37,53
Pashan,Pune,18.574941,73.907947,good,low,high,True,6,6,none,2026-06-26 02:04,37
Pashan,Pune,18.620866,73.803841,poor,high,high,False,19,4,robbery,2026-09-07 21:21,30
Hinjewadi,Pune,18.537639,73.830136,moderate,low,medium,True,30,7,robbery,2026-08-03 08:33,39
Kothrud,Pune,18.477977,73.934049,moderate,low,low,False,13,8,none,2026-10-11 20:18,43
Baner,Pune,18.617673,73.881511,good,medium,low,False,22,1,none,2026-11-17 13:11,89
Shivaji Nagar,Pune,18.572728,73.865938,moderate,medium,high,False,29,6,harassment,2026-01-22 12:49,34
Wakad,Pune,18.551846,73.846127,moderate,low,medium,True,21,3,none,2026-10-31 05:39,51
Hinjewadi,Pune,18.636441,73.832175,good,high,low,False,0,0,harassment,2026-11-18 05:05,92
Viman Nagar,Pune,18.618454,73.821461,poor,high,medium,False,34,2,none,2026-08-13 06:59,51
Shivaji Nagar,Pune,18.471392,73.773276,poor,low,low,False,36,7,snatching,2026-01-18 00:58,36
Yerwada,Pune,18.622833,73.89735,good,medium,high,True,22,2,robbery,2026-03-02 10:38,64
Pashan,Pune,18.497577,73.828554,moderate,high,low,False,10,1,theft,2026-04-10 18:44,79
Aundh,Pune,18.63257,73.918906,poor,low,low,False,20,4,robbery,2026-09-15 18:51,45
Pashan,Pune,18.537006,73.733369,good,low,high,False,26,2,robbery,2026-05-29 17:34,41
Viman Nagar,Pune,18.511512,73.843346,moderate,low,low,True,32,5,harassment,2026-02-27 03:02,60
Kothrud,Pune,18.524262,73.884986,good,high,high,True,30,6,robbery,2026-06-08 15:16,52
Kharadi,Pune,18.551637,73.832317,moderate,medium,medium,True,2,6,snatching,2026-07-23 15:22,57
Aundh,Pune,18.628403,73.738732,moderate,low,medium,True,20,4,none,2026-12-05 03:02,48
Pashan,Pune,18.504309,73.74395,moderate,medium,low,False,29,7,none,2026-05-13 08:32,61
Pashan,Pune,18.648207,73.949049,good,high,high,False,15,4,harassment,2026-11-09 14:34,50
Hinjewadi,Pune,18.631569,73.921735,poor,high,high,False,16,4,snatching,2026-10-06 13:29,30
Aundh,Pune,18.500548,73.78628,good,medium,high,True,20,2,none,2026-05-03 03:42,64
Aundh,Pune,18.528025,73.944373,good,medium,high,True,38,8,robbery,2026-05-27 21:24,46
Yerwada,Pune,18.485846,73.870004,good,low,low,True,5,4,snatching,2026-10-30 18:18,73
Hinjewadi,Pune,18.466842,73.807205,poor,low,medium,True,24,8,theft,2026-02-25 13:40,26
Hinjewadi,Pune,18.647518,73.781408,good,low,medium,True,38,3,theft,2026-04-25 07:18,61
Viman Nagar,Pune,18.530314,73.856237,good,medium,high,True,6,3,harassment,2026-02-12 22:38,61
Kharadi,Pune,18.576111,73.766815,moderate,medium,medium,False,16,1,snatching,2026-10-07 02:17,64
Hadapsar,Pune,18.50745,73.750785,good,low,high,False,26,3,snatching,2026-07-16 15:51,38
Shivaji Nagar,Pune,18.566326,73.802821,poor,medium,medium,True,10,5,theft,2026-01-12 13:36,50
Shivaji Nagar,Pune,18.647359,73.8796,poor,medium,high,False,26,6,robbery,2026-03-24 12:28,24
Pashan,Pune,18.550329,73.708541,good,high,medium,True,32,5,robbery,2026-11-24 15:11,70
Pimpri,Pune,18.53531,73.818652,good,high,medium,True,1,3,none,2026-12-04 15:00,76
Yerwada,Pune,18.607851,73.814747,good,high,low,False,14,4,snatching,2026-11-29 15:57,80
Chinchwad,Pune,18.647577,73.821119,good,low,high,False,21,4,robbery,2026-01-31 08:32,35
Wakad,Pune,18.489376,73.799182,poor,medium,low,True,30,1,harassment,2026-08-31 19:00,77
Baner,Pune,18.529206,73.859224,poor,medium,high,False,8,1,snatching,2026-08-16 02:26,39
Yerwada,Pune,18.597484,73.942751,moderate,low,high,True,10,4,snatching,2026-02-25 09:31,33
Shivaji Nagar,Pune,18.566374,73.716254,moderate,low,high,False,9,7,robbery,2026-06-09 23:52,16
Baner,Pune,18.615508,73.795218,good,medium,medium,False,11,1,robbery,2026-01-17 20:54,74
Pimpri,Pune,18.512986,73.893153,good,low,high,False,28,2,robbery,2026-11-03 19:14,41
Viman Nagar,Pune,18.619978,73.91073,moderate,low,medium,False,36,7,robbery,2026-09-03 20:00,31
Hinjewadi,Pune,18.607395,73.855212,poor,high,medium,False,26,5,theft,2026-03-31 21:44,42
Pashan,Pune,18.574548,73.815726,poor,medium,high,False,23,5,none,2026-11-06 23:50,27
Hinjewadi,Pune,18.53625,73.771442,poor,medium,medium,True,33,3,snatching,2026-04-12 02:55,56
Chinchwad,Pune,18.546427,73.905891,poor,medium,medium,True,37,6,robbery,2026-04-20 07:36,47
Aundh,Pune,18.550403,73.81109,good,high,high,True,30,5,harassment,2026-12-02 16:46,55
Aundh,Pune,18.604075,73.77428,moderate,low,low,False,15,7,snatching,2026-01-17 22:31,46
Kothrud,Pune,18.605593,73.939731,poor,high,medium,True,34,6,theft,2026-08-23 21:10,47
Hinjewadi,Pune,18.507607,73.717466,good,high,medium,False,30,7,robbery,2026-11-08 13:06,56
Yerwada,Pune,18.483141,73.887699,moderate,high,low,True,11,6,theft,2026-02-15 07:22,72
Wakad,Pune,18.625938,73.794612,moderate,low,medium,False,27,3,none,2026-06-19 19:06,43
Hadapsar,Pune,18.547749,73.882561,good,high,medium,False,14,3,harassment,2026-01-24 04:49,68
Baner,Pune,18.640423,73.921542,moderate,medium,high,True,24,3,snatching,2026-11-04 03:39,51
Pimpri,Pune,18.455875,73.881227,good,low,high,False,16,6,harassment,2026-06-28 07:18,29
Baner,Pune,18.615393,73.842349,moderate,low,medium,False,33,4,snatching,2026-05-19 13:11,40
Shivaji Nagar,Pune,18.50336,73.89667,good,low,high,False,10,7,snatching,2026-07-21 02:26,26
Hadapsar,Pune,18.564027,73.785968,good,low,low,False,19,0,robbery,2026-01-05 13:05,77
Aundh,Pune,18.465868,73.75313,good,high,high,False,38,0,robbery,2026-08-29 11:12,62
Aundh,Pune,18.510667,73.788373,moderate,high,high,True,3,1,snatching,2026-07-17 07:12,57
Chinchwad,Pune,18.549842,73.836258,moderate,low,high,True,19,1,theft,2026-05-22 18:58,42
Aundh,Pune,18.545506,73.710443,moderate,high,high,False,24,8,robbery,2026-03-24 14:36,28
MG Road,Pune,18.512863,73.776564,moderate,high,high,False,14,3,robbery,2026-01-22 11:07,43
Baner,Pune,18.482429,73.708508,poor,low,low,False,30,6,none,2026-10-14 10:15,39
Camp,Pune,18.502135,73.7264,moderate,high,medium,True,31,1,snatching,2026-02-26 21:39,72
MG Road,Pune,18.48721,73.794019,good,medium,high,True,31,7,none,2026-01-16 20:55,49
Hinjewadi,Pune,18.547885,73.789446,moderate,low,high,True,28,7,snatching,2026-06-17 14:42,24
MG Road,Pune,18.606858,73.832464,poor,low,high,True,17,3,snatching,2026-06-29 20:29,26
Chinchwad,Pune,18.551078,73.77557,moderate,low,high,False,9,0,snatching,2026-03-20 05:24,37
Camp,Pune,18.631061,73.751689,good,medium,low,True,27,6,snatching,2026-02-22 11:36,82
Shivaji Nagar,Pune,18.491597,73.818441,poor,low,low,False,10,5,robbery,2026-05-17 04:06,42
Hinjewadi,Pune,18.49754,73.756203,poor,low,low,False,25,7,robbery,2026-06-29 14:52,36
Wakad,Pune,18.50123,73.72535,moderate,high,low,True,38,1,harassment,2026-04-14 20:24,87
Baner,Pune,18.559812,73.741679,poor,medium,high,True,26,4,snatching,2026-04-22 00:01,38
Yerwada,Pune,18.604553,73.729081,poor,medium,low,True,29,8,robbery,2026-11-02 18:37,56
MG Road,Pune,18.523015,73.775941,good,low,high,False,9,7,snatching,2026-10-12 20:09,26
Aundh,Pune,18.476036,73.800868,moderate,high,medium,False,35,2,robbery,2026-03-11 01:12,61
Kothrud,Pune,18.643228,73.869947,good,high,low,False,40,7,snatching,2026-10-09 15:45,71
Wakad,Pune,18.589833,73.911167,good,medium,medium,False,12,1,theft,2026-02-08 17:38,74
Chinchwad,Pune,18.631079,73.941451,good,medium,medium,True,1,5,robbery,2026-10-23 09:06,70
Pashan,Pune,18.642774,73.945166,good,medium,high,True,2,1,theft,2026-11-24 23:16,67
Kothrud,Pune,18.539029,73.942522,good,medium,low,False,40,8,robbery,2026-08-28 02:52,68
Shivaji Nagar,Pune,18.561179,73.82231,poor,medium,high,False,33,6,snatching,2026-12-12 08:01,24
Chinchwad,Pune,18.559764,73.807309,poor,high,medium,True,26,3,harassment,2026-01-05 00:58,56
Shivaji Nagar,Pune,18.549892,73.772577,good,medium,low,True,23,1,snatching,2026-04-25 00:09,97
Hinjewadi,Pune,18.625019,73.760909,poor,medium,high,False,19,0,snatching,2026-09-05 03:08,42
Yerwada,Pune,18.461873,73.915679,moderate,high,high,True,39,2,snatching,2026-01-24 03:47,54
Chinchwad,Pune,18.526103,73.731447,poor,low,low,False,27,2,theft,2026-03-14 07:54,51
Pimpri,Pune,18.548215,73.882468,good,low,low,True,20,1,snatching,2026-10-20 20:15,82
Kothrud,Pune,18.595607,73.761851,moderate,medium,high,True,30,2,snatching,2026-06-29 23:38,54
Yerwada,Pune,18.477428,73.943183,poor,medium,medium,False,13,0,none,2026-01-02 21:43,57
Pimpri,Pune,18.47856,73.884318,moderate,high,medium,True,28,6,robbery,2026-03-13 16:45,57
Yerwada,Pune,18.482938,73.827352,poor,medium,medium,True,31,7,none,2026-05-29 02:53,44
Baner,Pune,18.61594,73.837453,good,medium,high,False,12,3,theft,2026-11-22 10:52,53
Hadapsar,Pune,18.490698,73.746611,moderate,medium,low,False,34,3,theft,2026-09-19 02:41,73
Pimpri,Pune,18.594298,73.827659,poor,medium,high,True,13,4,robbery,2026-04-15 15:32,38
Pashan,Pune,18.464948,73.94004,good,high,medium,False,40,8,harassment,2026-07-01 21:45,53
MG Road,Pune,18.46309,73.921666,poor,low,medium,False,40,1,none,2026-08-02 08:41,39
MG Road,Pune,18.55481,73.803385,poor,medium,high,False,22,7,none,2026-02-16 17:52,21
Pashan,Pune,18.647029,73.746118,poor,low,high,True,24,3,robbery,2026-03-20 23:37,26
MG Road,Pune,18.56892,73.783943,good,medium,low,False,29,4,snatching,2026-08-08 03:24,80
Pimpri,Pune,18.471201,73.751762,poor,high,medium,False,14,0,theft,2026-05-11 22:48,57
Camp,Pune,18.501535,73.755854,good,high,low,True,17,6,harassment,2026-08-27 16:15,82
Viman Nagar,Pune,18.489393,73.85876,moderate,high,low,True,17,1,none,2026-05-31 15:48,87
Camp,Pune,18.494644,73.822341,good,low,low,True,10,4,none,2026-03-22 09:16,73
Shivaji Nagar,Pune,18.529613,73.926865,good,medium,high,True,14,1,theft,2026-06-05 02:30,67
Aundh,Pune,18.554056,73.795998,poor,medium,medium,True,29,8,theft,2026-09-19 03:56,41
Camp,Pune,18.547179,73.838256,good,high,low,True,40,3,theft,2026-09-17 16:13,91
Kothrud,Pune,18.528505,73.854226,moderate,medium,medium,True,37,8,theft,2026-05-22 08:06,51
Aundh,Pune,18.59106,73.852113,good,high,medium,False,37,3,none,2026-03-20 23:34,68
Camp,Pune,18.627974,73.870392,poor,medium,high,False,40,4,harassment,2026-05-02 01:34,30
Kothrud,Pune,18.517064,73.718793,moderate,low,medium,True,34,7,snatching,2026-08-05 11:59,39
Hinjewadi,Pune,18.562262,73.802946,poor,high,low,False,4,3,snatching,2026-12-07 03:32,63
Pimpri,Pune,18.509458,73.723441,moderate,high,low,True,17,1,snatching,2026-08-31 17:00,87
Kothrud,Pune,18.602838,73.871935,poor,low,low,False,22,4,snatching,2026-01-16 16:28,45
Chinchwad,Pune,18.527564,73.70702,good,low,high,False,17,6,snatching,2026-03-12 01:52,29
Yerwada,Pune,18.590764,73.864068,poor,high,medium,False,3,0,harassment,2026-05-30 23:17,57
Aundh,Pune,18.565966,73.91048,good,high,low,False,23,6,none,2026-07-21 16:44,74
Shivaji Nagar,Pune,18.573542,73.840099,good,low,high,False,26,7,theft,2026-06-27 23:00,26
MG Road,Pune,18.588795,73.867806,poor,high,high,True,3,2,snatching,2026-11-03 21:30,44
Wakad,Pune,18.504636,73.900488,moderate,high,medium,False,1,1,theft,2026-01-14 21:16,64
Pashan,Pune,18.527572,73.825833,poor,medium,low,False,1,8,none,2026-02-18 20:28,48
Kothrud,Pune,18.547546,73.733516,poor,low,medium,False,20,4,theft,2026-06-11 15:59,30
Viman Nagar,Pune,18.647139,73.834126,good,medium,medium,True,21,5,robbery,2026-06-23 14:45,70
MG Road,Pune,18.513846,73.940648,moderate,low,high,False,1,2,none,2026-11-02 13:47,31
Hinjewadi,Pune,18.540103,73.724729,moderate,high,high,False,7,7,snatching,2026-04-29 13:01,31
Aundh,Pune,18.505898,73.756838,moderate,high,low,False,33,0,robbery,2026-08-25 10:59,82
Camp,Pune,18.596701,73.720005,moderate,high,low,False,29,6,theft,2026-08-10 00:49,64
Shivaji Nagar,Pune,18.545583,73.913079,moderate,medium,medium,True,26,7,snatching,2026-06-21 21:22,54
Wakad,Pune,18.471721,73.852455,good,high,high,True,15,6,robbery,2026-01-26 03:07,52
Yerwada,Pune,18.638484,73.70625,good,medium,low,False,38,0,none,2026-08-03 02:13,92
Pimpri,Pune,18.530191,73.894835,good,medium,high,False,18,3,snatching,2026-04-11 23:18,53
Kharadi,Pune,18.583645,73.934962,moderate,high,high,True,15,7,snatching,2026-01-15 16:00,39
Hadapsar,Pune,18.641646,73.847994,good,high,medium,True,20,3,theft,2026-09-24 07:57,76
Pimpri,Pune,18.490054,73.858196,moderate,low,low,True,1,6,none,2026-04-12 12:46,57
Wakad,Pune,18.477143,73.781077,good,low,medium,True,31,1,none,2026-07-30 07:38,67
Shivaji Nagar,Pune,18.625324,73.748019,poor,high,medium,True,33,2,theft,2026-04-20 04:59,59
MG Road,Pune,18.637102,73.916832,moderate,high,high,True,21,6,harassment,2026-12-05 19:22,42
Wakad,Pune,18.454718,73.89675,poor,high,high,True,27,3,harassment,2026-08-24 12:41,41
Camp,Pune,18.553462,73.841135,good,medium,low,False,4,7,robbery,2026-09-23 11:03,71
Aundh,Pune,18.466815,73.88216,poor,high,high,False,12,3,snatching,2026-12-01 03:47,33
Camp,Pune,18.529591,73.904111,moderate,high,low,True,20,3,theft,2026-09-19 06:02,81
MG Road,Pune,18.58558,73.726712,moderate,low,low,True,33,1,harassment,2026-11-25 00:41,72
Hinjewadi,Pune,18.460724,73.804527,good,high,medium,False,26,2,theft,2026-05-21 15:40,71
Shivaji Nagar,Pune,18.49516,73.753197,moderate,high,low,False,1,4,none,2026-06-05 06:39,70
MG Road,Pune,18.559169,73.856086,poor,medium,medium,False,0,4,harassment,2026-02-21 01:18,45
